url,domain_age
http://feeds.feedburner.com/investorway,5934
http://taijishentie.com/js/index.htm?us.battle.net/login/en/?ref=xwnrssfus.battle.net/d3/en/index&amp;app=com-d3,4797
https://islahomeibiza.com/chase/,325
http://justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/dda3de00eaa48d7d3027af0333a04afa/LoginMDP2b5e.html,1902
http://hunianrakyat.com/wp-includes/Billing/6f5e4e86a87220e5d361ad82f1ebc335/,182
http://xn--bestchag-ceb26b.net/,7
http://braineyak.com/fdoc/plx/f6223cf1662c54a9b74f68fc974f711e/,2972
http://samcool.org/90AB705610D8E3CD93C3E28B0C6BEFD0/,5706
http://revolutionpropertiesllc.com/labanquepostale.fr/postale/da1c4/index2.html,1143
http://blog.cotiabank.paypal-login.us/,4372
https://cpccivils-my.sharepoint.com/:b:/g/personal/jim_walton_cpccivils_net/EaWedjO-NQlIt4Jt8KpAYtABxT_tI6lHWiMCSlkspJfrlQ?e=I6RRui,7874
http://www.berkshirelnp.org/forum/ReLeAsE/worksss.htm,2519
https://www.kisa.link/MN0X,2146
https://www40.presentes-promocoes-premier.com/prod0fe1e8e0c3338d8757ace102596adfcelnk/smart-tv-4k-led-55-samsung-un55ru7100gxzd-wi-fi-bluetooth-3-hdmi-2-usb/p/1934272/et/tv4k?fbclid=IwAR3h8slQ97wVoor4y1s06osRC8gd9DoatOhBU8xyZl_yMcbFE0J946FEobQ,72
https://valleyobgynassociates.com/wp-content/page5/?a=settings,901
https://esi.am/wp-includes./js/sec/,821
http://www.icloudocean.com/,454
http://www.signmakers-manchester.co.uk/media/ure/,3194
http://pserviceaccountsupportallclientshelp.etceterawoman.club/,146
http://didierpajot.com/cs/,4309
http://gramywszachy.pl/hurdenterprises/4345a7b9-9a63-4910-a426/customer-IDPP00C619/Get_Started/?sslchannel=true&amp;sessionid=2pYXdOEfQHNeuNVetsqoBHU1hGzhEtMY6kPti6JKFbkVe8nGGzFa85XqdigDZVgoFebMu1SnKBbaV9BH,340
https://app.box.com/s/nnetuxxysx9wh6g5oim0kcvfx5h3q5t7,7683
http://chiatena.zxy.me/webpage/es/auth/view/document/,4213
https://nsp.biz.ua/registraciya-v-nsp/,1191
http://allo365.cc/fire-3,262
https://enext.mn/hey/Updated/office_365_authentication/office.php,3546
https://norcaltc-my.sharepoint.com/personal/acolon_norcaltc_org/_layouts/15/WopiFrame.aspx?guestaccesstoken=obLmRSNJab0pLPJkEM%20LPq7Yi%20wxI62y3XTQO1ndk1M=&amp;docid=1_1eacea0b62e3c42acadef15ddaf48dd46&amp;wdFormId={81C189E5-0638-4871-A666-551AB6C29185}&amp;action=formsubmit&amp;cid=b88a983f-2bdf-431d-8bcd-0042a72a8362,7874
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAACUhHH9UMEFYM1hJMkRHQk4yQURJRTRLN1lEREVFQi4u,7621
https://623112j4j3.codesandbox.io/xrr,1193
https://eliotecae-my.sharepoint.com/personal/subind_eliotec_ae/_layouts/15/WopiFrame.aspx?guestaccesstoken=R0CwyxEzu0u4QskHqLg4IUppG/8kb5p BD26C7pm5mg=&amp;docid=1_10a004d72e6c74e5da1a88324055cba4f&amp;wdFormId={0457694D-EA64-4327-9A31-BCE69CAE1542}&amp;action=formsubmit&amp;cid=1a47822e-c696-4f00-b2bd-b89f0f160fcb,7874
http://providenthousing-capella.co/reg/,226
http://srodkidlagastronomii.pl/s/Stripe/verification/65900ME7E516E9E86M24,2797
https://freeactivesinstapromotion.weebly.com/login-with-instagram.html,5086
http://atualizacaoparacliente36horas.000webhostapp.com/finalizado.php,1390
https://feciusa-my.sharepoint.com/:b:/g/personal/bwhite_feci-usa_com/EXF4drujP9hFkaRikIbTyz8BenxKv2kqD_yHVRvLJoLBjQ?e=4%3auL4G4J&at=9,7874
http://ionos.es.englishtorras.com.progettoempatia.com/583009901969900/renews.html?credentials=8c72f7d379b18db5a4c40620e0edb31a,825
https://nayabjewellery.com/wp-includes/veiwonline/AdobeV20/invoice.php?cmd=login_submit&id=cbc756d9e936771c02a3fa94b445f50fcbc756d9e936771c02a3fa94b445f50f&session=cbc756d9e936771c02a3fa94b445f50fcbc756d9e936771c02a3fa94b445f50f,354
https://million-dispatch.000webhostapp.com/login.html,1390
http://www.abreai.com/itaucad,1362
http://guiadesurfing.com/blog/profile/,3120
http://icloud.com.uk-maps.info/,123
https://docs.google.com/forms/d/e/1FAIpQLSdJbakQRa5AVBVwqP75h1rbDbyp0mLvclbuRjsNA2qgaGid5w/viewform?usp=sf_link,8203
https://littlehearts2littlehands.com/Chase/Chasewithemail/login.php,366
http://eurologus.lt/admin/confirmnewboa/confirmnewboa/surf5.php,2091
http://pkk.depok.go.id/doc46453/casts/,7235
https://services.runescape.com-cz.top/weblogin/loginForm,49
http://volkmanlights.buzz/home/oneddrive/,4
http://bit.do/ft9jR,3010
https://4e9n7.csb.app/,662
http://www.jameshopecollege.edu.ng/webmail.html,3294
http://icloud.com.uk-maps.info/findmy/?auth=iphonexs,123
http://paypal.co.uk.userusau0jsescq.settingsppup.com/Parental_Control.cfm?fp=lrVB8qeSS9sPb93ZPPJG3PqE6u76TfrgDn9HDronFAA9NUy6h6Qdk6LybFlLen66B58RLiqH95M2dbLIqkWtAPMjS07ChI4iZ1jQ6vjnm2Lm6aZr82fTW42ezxQrQ6TAdiDUEvMwC2F2tV4yiKrPBKjyXvTGs5XRABFKkPYY1Tx55MRmJLoohIM5evjJrsjsCZZrmeEK5Vi4IZivCqQ%206g==&amp;maxads=0&amp;kld=1003&amp;yprpnd=wqox5e7e9%207fWlnVN%20qatmZyodZ%200MzKK0Xp7zuoXAs=&amp;prvtof=7EW3Nq4B87pYYW98Uv6eeAaN2ZBKLM2xwET10BE%201Sk=&amp;&amp;kt=112&amp;ki=21796090&amp;ktd=0&amp;kp=4,717
http://www.formbuddy.com/cgi-bin/formdisp.pl?u=adminnet&f=mailcenter,7264
http://servicemazoneorder.demoparlour.com/secure/resolve-account,2033
https://docs.google.com/forms/d/e/1FAIpQLSdT4Gejjvj3TjBC2HwIlkROQFZuitSQJZaG4y2xWFBG1YkuLw/viewform,8203
http://eostechnologies.net/wp-admin/network/boxMrenewal.php,2104
https://docs.google.com/forms/d/e/1FAIpQLSfvZr4_EOfmdLjiMEYf_YWblZSdslsPryx30Vd9IkF4sQi9dQ/viewform?usp=send_form,8203
https://docs.google.com/forms/d/e/1FAIpQLSfpGK1KqgL1qEfGpyhfoiBzP2OOkNggrm6DDZQ80zcTTnwDhQ/viewform,8203
https://autolike.biz/,1599
https://www.123formbuilder.com/form-5220557/,2596
http://leesangku.com/pruboard/technote/config/infortext/cnexionchezorv/f8ae6566596cc4aa1d37c98b323a0b40/,6588
https://solospizza-my.sharepoint.com/:b:/p/bruce/EftHUmXThTVFroZh6tIK-0MB6xFlnXWaPcG_SrVXXDv_MQ?e=NlgqjM,7874
https://gmtsusa.com/onedrive/box/,278
http://cheaproomsvalencia.com/Paypal/Support/ID-NUMB931/myaccount/signin,3143
https://docs.google.com/forms/d/e/1FAIpQLSdOF8Zaxh7GMwn6p52TieWy82bOsPi_ChvOvRjsBkz7X80ctQ/viewform?fbzx=7528884978600624998,8203
http://www.cmfraj.org/js/tat.php,5062
http://623112j4j3.codesandbox.io/index.html,1193
